"Var1"	"Var2"	"passage"	"total_unique"	"shared"	"pct_shared"	"expected_pct_shared"	"p.val"	"CI_lower"	"CI_upper"
"212"	"MT-2_1"	"MT-4_2"	140	13	0	0	0.00138323215246292	0.89241294025777	0.00074891035604373	0.00201755394888211
"213"	"MT-2_2"	"MT-2_1"	140	17	2	0.117647058823529	0.00264441440912029	0	0.00188805840762126	0.00340077041061932
"214"	"MT-2_2"	"MT-2_2"	140	9	9	1	0.0540570540570541	0	0.0495376306013522	0.058576477512756
"215"	"MT-2_2"	"MT-4_1"	140	14	2	0.142857142857143	0.00528043385186242	3.34532401780052e-12	0.00405484914522151	0.00650601855850333
"216"	"MT-2_2"	"MT-4_2"	140	10	2	0.2	0.000899100899100899	0	0.000313344466729312	0.00148485733147249
"217"	"MT-4_1"	"MT-2_1"	140	17	0	0	0.0023505905858847	0.838419156397211	0.00163562894158055	0.00306555223018885
"218"	"MT-4_1"	"MT-2_2"	140	14	2	0.142857142857143	0.00428143285286142	8.88178419700125e-16	0.00321077976411182	0.00535208594161103
"219"	"MT-4_1"	"MT-4_1"	140	7	7	1	0.0520907663764807	0	0.0471741137482777	0.0570074190046836
"220"	"MT-4_1"	"MT-4_2"	140	7	3	0.428571428571429	0.00656486370772085	0	0.00466684882418765	0.00846287859125405
"221"	"MT-4_2"	"MT-2_1"	140	13	0	0	0.00146007838315531	0.889427582284365	0.000808706260592229	0.00211145050571838
"222"	"MT-4_2"	"MT-2_2"	140	10	2	0.2	0.0018981018981019	0	0.0010513181387699	0.0027448856574339
"223"	"MT-4_2"	"MT-4_1"	140	7	3	0.428571428571429	0.00613672042243471	0	0.00433926173278619	0.00793417911208323
"224"	"MT-4_2"	"MT-4_2"	140	3	3	1	0.0256410256410256	0	0.0201291416408073	0.031152909641244
"225"	"MT-2_1"	"MT-2_1"	150	10	10	1	0.0528471528471528	0	0.0486522355755897	0.057042070118716
"226"	"MT-2_1"	"MT-2_2"	150	19	2	0.105263157894737	0.00336505599663494	7.105427357601e-15	0.00255282955665899	0.0041772824366109
"227"	"MT-2_1"	"MT-4_1"	150	19	0	0	0.00283926599716073	0.811358489940497	0.00210143271057357	0.00357709928374789
"228"	"MT-2_1"	"MT-4_2"	150	13	0	0	0.00084530853761623	0.916092860292629	0.000347673944000066	0.00134294313123239
"229"	"MT-2_2"	"MT-2_1"	150	19	2	0.105263157894737	0.00283926599716073	2.22044604925031e-16	0.0020730916064919	0.00360544038782957
"230"	"MT-2_2"	"MT-2_2"	150	11	11	1	0.0705657978385251	0	0.0660343365672412	0.075097259109809
"231"	"MT-2_2"	"MT-4_1"	150	18	2	0.111111111111111	0.00555000555000555	3.74975828165702e-10	0.00450479929272579	0.00659521180728532
"232"	"MT-2_2"	"MT-4_2"	150	12	2	0.166666666666667	0.00183150183150183	0	0.00107334087437441	0.00258966278862926
"233"	"MT-4_1"	"MT-2_1"	150	19	0	0	0.00257637099742363	0.824280197598078	0.00185671028076848	0.00329603171407878
"234"	"MT-4_1"	"MT-2_2"	150	18	2	0.111111111111111	0.00421800421800422	3.36526362332279e-11	0.00321796434277412	0.00521804409323431
